system   I             system.c:245  al_install_system                [   0.00048] Allegro version: 5.1.12 (WIP)
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.13099] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.13101] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13118] added dtor for object 05D8E300, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13185] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13188] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13286] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13288] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13290] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13291] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13292] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13293] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13294] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13295] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13296] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.13297] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.13298] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.13300] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.13302] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13320] added dtor for object 05D8E468, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13387] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13390] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13495] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13498] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13500] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13501] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13503] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13504] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13506] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13507] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13509] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.13510] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.13512] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.13514] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.13515] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13535] added dtor for object 05DD5270, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13601] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13604] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13693] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13695] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13698] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13701] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13703] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13704] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13706] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13708] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13710] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.13711] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.13713] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.13715] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.13717] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13739] added dtor for object 05D9CD50, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.13813] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.13816] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13924] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13926] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13928] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13930] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13932] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13933] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13935] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13936] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.13938] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.13940] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.13941] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.13943] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.13945] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.13968] added dtor for object 05D9CEB8, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14044] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14047] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14161] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14163] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14165] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14167] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14169] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14170] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14172] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14173] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14175] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.14176] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.14178] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.14180] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.14181] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.14204] added dtor for object 05D9D020, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14371] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14374] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14467] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14470] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14471] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14473] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14474] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14476] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14477] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14479] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14480] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.14482] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.14483] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.14485] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.14487] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.14508] added dtor for object 05DD3EE0, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14565] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14567] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14643] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14644] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14645] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14646] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14648] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14649] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14650] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14651] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14652] Fake format
d3d      D         d3d_disp.cpp:1194 real_choose_bitmap_format        [   0.14653] Alpha doesn't match
d3d      D         d3d_disp.cpp:1201 real_choose_bitmap_format        [   0.14654] Adapter format is 23
d3d      D         d3d_disp.cpp:1204 real_choose_bitmap_format        [   0.14655] Found a format
d3d      I         d3d_disp.cpp:2381 d3d_create_bitmap                [   0.14657] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.14670] added dtor for object 05D9B890, func 00BE41E2
d3d      D          d3d_bmp.cpp:539  _al_d3d_sync_bitmap              [   0.14715] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:545  _al_d3d_sync_bitmap              [   0.14718] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14775] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14776] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14777] Fake format
d3d      D         d3d_disp.cpp:1186 real_choose_bitmap_format        [   0.14778] Fake format
